step,t(s),meas_pos(m),meas_vel(m/s),est_pos(m),est_vel(m/s),u(m/s^2)
415,4.15,4.24954,-1.25761,4.23672,-1.02787,-0.372278
416,4.16,4.23935,-1.27917,4.22902,-1.02142,-0.371831
417,4.17,4.11914,-1.25708,4.19888,-1.07126,-0.366325
418,4.18,4.16796,-1.23457,4.18412,-1.08136,-0.364344
419,4.19,4.06845,-1.28697,4.15234,-1.13379,-0.358545
420,4.2,4.19501,-1.27732,4.1518,-1.10678,-0.359841
421,4.21,4.14,-1.27645,4.14059,-1.10715,-0.358702
422,4.22,4.14134,-1.27393,4.13188,-1.10124,-0.358126
423,4.23,4.1269,-1.27952,4.12208,-1.09822,-0.357297
424,4.24,4.02757,-1.26972,4.09439,-1.13998,-0.35244
425,4.25,4.01203,-1.26941,4.0688,-1.17546,-0.348107
426,4.26,4.03828,-1.27,4.05329,-1.18484,-0.346087
427,4.27,4.00569,-1.28628,4.03429,-1.20271,-0.343294
428,4.28,4.09204,-1.30616,4.03622,-1.16782,-0.345231
429,4.29,3.99442,-1.29521,4.01852,-1.18288,-0.342708
430,4.3,3.91991,-1.31553,3.98933,-1.22627,-0.33762
431,4.31,4.03952,-1.31534,3.98956,-1.19505,-0.339204
432,4.32,3.96108,-1.32052,3.9743,-1.20331,-0.337265
433,4.33,3.97584,-1.32617,3.96499,-1.19653,-0.336672
434,4.34,3.92578,-1.30478,3.94757,-1.21015,-0.33425
435,4.35,3.88571,-1.31496,3.92552,-1.23503,-0.3308
436,4.36,3.95775,-1.33383,3.92208,-1.21274,-0.331572
437,4.37,3.97199,-1.34072,3.92236,-1.18172,-0.33315
438,4.38,3.89965,-1.33413,3.90837,-1.18717,-0.331478
439,4.39,3.86491,-1.32635,3.89018,-1.20297,-0.328869
440,4.4,3.90537,-1.36216,3.88359,-1.18936,-0.328891
441,4.41,3.83304,-1.33532,3.86397,-1.20869,-0.325962
442,4.42,3.83125,-1.31532,3.84775,-1.219,-0.323825
443,4.43,3.86141,-1.36612,3.84073,-1.20608,-0.323769
444,4.44,3.7248,-1.36865,3.8079,-1.25801,-0.317889
445,4.45,3.85162,-1.37533,3.80658,-1.22986,-0.319165
446,4.46,3.81874,-1.36802,3.79917,-1.21763,-0.319036
447,4.47,3.78899,-1.33844,3.7874,-1.21663,-0.317908
448,4.48,3.74471,-1.35999,3.76913,-1.23189,-0.315318
449,4.49,3.74362,-1.39265,3.75417,-1.23848,-0.313493
450,4.5,3.84975,-1.37713,3.76338,-1.1845,-0.317113
451,4.51,3.76751,-1.37974,3.75473,-1.17651,-0.316647
452,4.52,3.70267,-1.36298,3.73491,-1.19666,-0.313658
453,4.53,3.73165,-1.38841,3.72468,-1.1923,-0.312853
454,4.54,3.69703,-1.36427,3.70961,-1.20016,-0.310953
455,4.55,3.73205,-1.35888,3.7045,-1.18294,-0.311303
456,4.56,3.58987,-1.39321,3.67211,-1.23435,-0.305494
457,4.57,3.64314,-1.4236,3.65644,-1.24266,-0.303511
458,4.58,3.75385,-1.40857,3.66598,-1.18774,-0.307211
459,4.59,3.63447,-1.37062,3.65018,-1.19756,-0.30514
460,4.6,3.60696,-1.4187,3.63195,-1.21318,-0.302537
461,4.61,3.57635,-1.40843,3.61113,-1.23491,-0.299367
462,4.62,3.60283,-1.40825,3.59959,-1.23289,-0.298315
463,4.63,3.64085,-1.4199,3.59798,-1.20609,-0.299493
464,4.64,3.56141,-1.43615,3.58102,-1.21834,-0.297184
465,4.65,3.48358,-1.38722,3.55178,-1.26097,-0.29213
466,4.66,3.46928,-1.42118,3.52519,-1.29591,-0.287724
467,4.67,3.49925,-1.4406,3.50964,-1.30241,-0.285843
468,4.68,3.50987,-1.43024,3.49926,-1.29578,-0.285137
469,4.69,3.39314,-1.43235,3.46767,-1.34236,-0.279649
470,4.7,3.41655,-1.41533,3.44671,-1.36121,-0.276611
471,4.71,3.45451,-1.4356,3.43738,-1.3505,-0.276213
472,4.72,3.44879,-1.43213,3.42886,-1.33805,-0.275984
473,4.73,3.48127,-1.40893,3.42864,-1.30515,-0.277606
474,4.74,3.3439,-1.43384,3.40125,-1.341,-0.273075
475,4.75,3.46437,-1.46887,3.40314,-1.30273,-0.275178
476,4.76,3.31965,-1.46304,3.37602,-1.33796,-0.270704
477,4.77,3.40249,-1.46195,3.37061,-1.31804,-0.271159
478,4.78,3.24774,-1.43913,3.33549,-1.37289,-0.264905
479,4.79,3.33248,-1.43395,3.32391,-1.36753,-0.264014
480,4.8,3.28492,-1.46537,3.30517,-1.38019,-0.261508
481,4.81,3.27579,-1.45313,3.28825,-1.38798,-0.259426
482,4.82,3.26766,-1.4677,3.27303,-1.39133,-0.257737
483,4.83,3.24611,-1.44352,3.25652,-1.39783,-0.25576
484,4.84,3.28707,-1.47916,3.25144,-1.37557,-0.256366
485,4.85,3.19129,-1.47952,3.22841,-1.39877,-0.252902
486,4.86,3.17811,-1.45997,3.20716,-1.41692,-0.24987
487,4.87,3.18507,-1.4697,3.19141,-1.42088,-0.248097
488,4.88,3.18152,-1.48316,3.17806,-1.41872,-0.24687
489,4.89,3.2557,-1.4954,3.18224,-1.37281,-0.249584
490,4.9,3.23626,-1.47104,3.18206,-1.33894,-0.251259
491,4.91,3.11128,-1.476,3.15719,-1.36763,-0.247338
492,4.92,3.22876,-1.49558,3.16056,-1.32501,-0.249806
493,4.93,3.07575,-1.44238,3.133,-1.3608,-0.24526
494,4.94,3.06966,-1.48793,3.10945,-1.38566,-0.241662
495,4.95,3.13609,-1.50983,3.10369,-1.36541,-0.242098
496,4.96,3.03851,-1.47633,3.07973,-1.39117,-0.238414
497,4.97,3.04118,-1.48119,3.06089,-1.4035,-0.235914
498,4.98,3.05678,-1.50083,3.04884,-1.39854,-0.234957
499,4.99,3.01225,-1.51132,3.03033,-1.40984,-0.232542
500,5,2.94909,-1.51282,3.00281,-1.44341,-0.22811
501,5.01,2.9821,-1.4987,2.98712,-1.44654,-0.226385
502,5.02,2.98065,-1.54184,2.97425,-1.44255,-0.225298
503,5.03,3.03907,-1.53133,2.97567,-1.40293,-0.227421
504,5.04,2.95844,-1.58893,2.96101,-1.40453,-0.225874
505,5.05,2.98639,-1.49172,2.95485,-1.38481,-0.226244
506,5.06,2.9516,-1.55646,2.94312,-1.37951,-0.225336
507,5.07,2.89802,-1.51387,2.92306,-1.39516,-0.222548
508,5.08,2.91619,-1.50418,2.91053,-1.39162,-0.221472
509,5.09,2.87554,-1.48938,2.8924,-1.40216,-0.219132
510,5.1,2.75065,-1.53927,2.85283,-1.46602,-0.211982
511,5.11,2.86595,-1.52847,2.84373,-1.45213,-0.211766
512,5.12,2.84427,-1.50949,2.83222,-1.4446,-0.210992
513,5.13,2.7757,-1.5238,2.80936,-1.46564,-0.207654
514,5.14,2.75112,-1.51928,2.78598,-1.48742,-0.204227
515,5.15,2.81094,-1.51416,2.77908,-1.46751,-0.204532
516,5.16,2.78378,-1.54332,2.76828,-1.45782,-0.203936
517,5.17,2.76396,-1.55296,2.75575,-1.45269,-0.202941
518,5.18,2.71538,-1.56025,2.73605,-1.46561,-0.200325
519,5.19,2.68948,-1.49162,2.71501,-1.48157,-0.197423
520,5.2,2.75808,-1.5811,2.71177,-1.45263,-0.198546
521,5.21,2.72586,-1.53267,2.70297,-1.43833,-0.198381
522,5.22,2.65095,-1.56852,2.68106,-1.45715,-0.195249
523,5.23,2.69912,-1.56687,2.67302,-1.44083,-0.19526
524,5.24,2.70316,-1.58399,2.66752,-1.41855,-0.195824
525,5.25,2.72373,-1.56473,2.66741,-1.38335,-0.197573
526,5.26,2.61207,-1.56665,2.64528,-1.40411,-0.194322
527,5.27,2.62406,-1.57076,2.6298,-1.40769,-0.192595
528,5.28,2.60799,-1.58292,2.61418,-1.41156,-0.19084
529,5.29,2.53123,-1.54784,2.58629,-1.44598,-0.186331
530,5.3,2.47959,-1.58675,2.55339,-1.4921,-0.180734
531,5.31,2.60216,-1.57692,2.5512,-1.46025,-0.182108
532,5.32,2.58117,-1.57611,2.54552,-1.43797,-0.182653
533,5.33,2.51234,-1.55729,2.52738,-1.44737,-0.180369
534,5.34,2.52907,-1.56749,2.51614,-1.43928,-0.179649
535,5.35,2.48448,-1.5963,2.49829,-1.44792,-0.177433
536,5.36,2.47676,-1.6229,2.4824,-1.45144,-0.175668
537,5.37,2.49542,-1.57057,2.47339,-1.43767,-0.175456
538,5.38,2.3397,-1.60743,2.43515,-1.49733,-0.168649
539,5.39,2.43652,-1.57701,2.42345,-1.48916,-0.167887
540,5.4,2.41208,-1.5551,2.40926,-1.4874,-0.166556
541,5.41,2.45861,-1.58831,2.40723,-1.45529,-0.167958
542,5.42,2.32258,-1.57442,2.37866,-1.49034,-0.163349
543,5.43,2.41152,-1.60172,2.37331,-1.46646,-0.164008
544,5.44,2.29974,-1.63616,2.34686,-1.49591,-0.159891
545,5.45,2.28714,-1.58428,2.32295,-1.51829,-0.156381
546,5.46,2.28437,-1.57967,2.30309,-1.52998,-0.15381
547,5.47,2.20059,-1.59652,2.27035,-1.57359,-0.148356
548,5.48,2.18677,-1.59067,2.24105,-1.60751,-0.143729
549,5.49,2.2352,-1.63484,2.22702,-1.60239,-0.142582
550,5.5,2.18636,-1.6317,2.20607,-1.61471,-0.139871
551,5.51,2.24044,-1.57301,2.20002,-1.58945,-0.14053
552,5.52,2.29224,-1.61265,2.20575,-1.53539,-0.143806
553,5.53,2.17355,-1.60287,2.18703,-1.54382,-0.141512
554,5.54,2.14389,-1.60693,2.16605,-1.55767,-0.138722
555,5.55,2.13393,-1.62307,2.14716,-1.56594,-0.13642
556,5.56,2.10136,-1.61252,2.12548,-1.58101,-0.133497
557,5.57,2.14782,-1.60538,2.1173,-1.56193,-0.133633
558,5.58,2.07091,-1.63564,2.09552,-1.57732,-0.130687
559,5.59,2.05896,-1.59984,2.07559,-1.58771,-0.128173
560,5.6,2.09919,-1.632,2.06761,-1.56798,-0.128362
561,5.61,2.10168,-1.62848,2.06188,-1.5431,-0.129033
562,5.62,2.05726,-1.61109,2.04861,-1.5377,-0.127976
563,5.63,2.0709,-1.60207,2.04077,-1.51887,-0.128133
564,5.64,2.01649,-1.62366,2.02376,-1.52341,-0.126206
565,5.65,2.05417,-1.62092,2.01766,-1.50059,-0.126736
566,5.66,1.99106,-1.64429,2.00033,-1.50638,-0.124714
567,5.67,1.9031,-1.60491,1.96883,-1.54746,-0.11951
568,5.68,1.87505,-1.64248,1.9377,-1.58662,-0.114439
569,5.69,1.91049,-1.6292,1.91956,-1.59229,-0.112342
570,5.7,1.8501,-1.60052,1.89293,-1.61906,-0.10834
571,5.71,1.78129,-1.61436,1.85765,-1.66679,-0.102426
572,5.72,1.96555,-1.58921,1.8659,-1.6045,-0.106365
573,5.73,1.7714,-1.65582,1.83416,-1.64373,-0.10123
574,5.74,1.77273,-1.62269,1.80873,-1.66622,-0.0975615
575,5.75,1.8274,-1.63168,1.79913,-1.64855,-0.0974855
576,5.76,1.90952,-1.62108,1.80802,-1.58512,-0.101546
577,5.77,1.76197,-1.64663,1.78613,-1.60022,-0.098602
578,5.78,1.76608,-1.63675,1.76932,-1.60224,-0.0968195
579,5.79,1.75243,-1.6008,1.75312,-1.60268,-0.0951784
580,5.8,1.71431,-1.64277,1.73254,-1.61407,-0.0925506
581,5.81,1.75202,-1.60825,1.72352,-1.59625,-0.0925396
582,5.82,1.73526,-1.63172,1.7131,-1.5824,-0.0921899
583,5.83,1.64805,-1.61678,1.68743,-1.60702,-0.0883922
584,5.84,1.68445,-1.65549,1.67398,-1.60047,-0.0873741
585,5.85,1.59966,-1.60835,1.64631,-1.62963,-0.0831495
586,5.86,1.65992,-1.58219,1.636,-1.61468,-0.0828656
587,5.87,1.67713,-1.6683,1.6313,-1.58604,-0.0838285
588,5.88,1.56501,-1.65738,1.60536,-1.61126,-0.079973
589,5.89,1.62067,-1.61291,1.59553,-1.59555,-0.0797756
590,5.9,1.64371,-1.66776,1.5924,-1.56348,-0.0810661
591,5.91,1.54853,-1.67114,1.57112,-1.5776,-0.0782321
592,5.92,1.49115,-1.62217,1.5425,-1.60969,-0.073766
593,5.93,1.61152,-1.60818,1.54343,-1.56713,-0.0759862
594,5.94,1.61407,-1.66962,1.54502,-1.52398,-0.0783031
595,5.95,1.44931,-1.63308,1.51369,-1.56421,-0.0731581
596,5.96,1.51272,-1.6677,1.50098,-1.55688,-0.072254
597,5.97,1.52532,-1.62627,1.49339,-1.53692,-0.072493
598,5.98,1.46128,-1.65052,1.47468,-1.54529,-0.0702028
599,5.99,1.46292,-1.66098,1.45996,-1.54345,-0.0688238
600,6,1.42264,-1.66159,1.44015,-1.55439,-0.0662957
601,6.01,1.31404,-1.62272,1.40249,-1.60967,-0.0597658
602,6.02,1.38989,-1.61638,1.3871,-1.60792,-0.0583136
603,6.03,1.36592,-1.66805,1.37,-1.61047,-0.0564762
604,6.04,1.24904,-1.69307,1.33292,-1.66289,-0.0501475
605,6.05,1.40198,-1.65661,1.33343,-1.62005,-0.0523406
606,6.06,1.30479,-1.64425,1.31474,-1.62627,-0.0501609
607,6.07,1.35094,-1.64792,1.30897,-1.60004,-0.0508954
608,6.08,1.30534,-1.65754,1.29545,-1.59385,-0.0498521
609,6.09,1.19832,-1.64229,1.26327,-1.63445,-0.0446049
610,6.1,1.32316,-1.67014,1.26217,-1.59633,-0.046401
611,6.11,1.20662,-1.62116,1.23829,-1.61612,-0.0430229
612,6.12,1.31137,-1.63945,1.23998,-1.57151,-0.0454224
613,6.13,1.22902,-1.6458,1.22522,-1.56913,-0.0440652
614,6.14,1.20965,-1.65229,1.20955,-1.56907,-0.0425016
615,6.15,1.19726,-1.72397,1.19454,-1.56736,-0.0410855
616,6.16,1.14006,-1.64701,1.1711,-1.58677,-0.0377721
617,6.17,1.1424,-1.6634,1.15267,-1.59318,-0.0356077
618,6.18,1.12378,-1.66001,1.13415,-1.59966,-0.0334314
619,6.19,1.18508,-1.62456,1.13154,-1.5662,-0.0348437
620,6.2,1.08147,-1.68456,1.10899,-1.5834,-0.0317293
621,6.21,1.0418,-1.67137,1.08289,-1.60908,-0.0278348
622,6.22,1.13498,-1.66713,1.08043,-1.57499,-0.029294
623,6.23,0.966106,-1.69092,1.04497,-1.62427,-0.023283
624,6.24,1.09055,-1.65763,1.04109,-1.59336,-0.0244408
625,6.25,0.975996,-1.67591,1.01532,-1.61794,-0.0206353
626,6.26,0.962311,-1.67574,0.991778,-1.63636,-0.0173598
627,6.27,0.94971,-1.64957,0.970273,-1.64921,-0.0145668
628,6.28,0.877817,-1.67708,0.938588,-1.68719,-0.00949916
629,6.29,0.965773,-1.66586,0.930528,-1.66517,-0.00979452
630,6.3,0.937062,-1.66519,0.918513,-1.65357,-0.00917271
631,6.31,0.94498,-1.662,0.910578,-1.63207,-0.00945427
632,6.32,0.96102,-1.66666,0.90761,-1.59869,-0.0108265
633,6.33,0.911434,-1.69859,0.895585,-1.58878,-0.0101193
634,6.34,0.857796,-1.63135,0.875317,-1.59973,-0.00754496
635,6.35,0.784507,-1.65392,0.844357,-1.63714,-0.00257865
636,6.36,0.862801,-1.63973,0.834949,-1.61973,-0.00250821
637,6.37,0.853106,-1.67211,0.825622,-1.60256,-0.00243441
638,6.38,0.918453,-1.68297,0.831368,-1.54813,-0.00573039
639,6.39,0.811143,-1.64641,0.814938,-1.5505,-0.0039688
640,6.4,0.734862,-1.68796,0.786519,-1.58279,0.000487383
641,6.41,0.821547,-1.64516,0.780862,-1.55736,-0.000218353
642,6.42,0.764847,-1.66535,0.7652,-1.55758,0.00135888
643,6.43,0.648884,-1.67285,0.729476,-1.60795,0.00744978
644,6.44,0.68017,-1.70656,0.706752,-1.62456,0.0105529
645,6.45,0.626894,-1.6693,0.677784,-1.65637,0.01504
646,6.46,0.653158,-1.6901,0.659607,-1.6604,0.0170592
647,6.47,0.614805,-1.62578,0.637364,-1.6745,0.0199885
648,6.48,0.581502,-1.61194,0.612795,-1.69406,0.0234233
649,6.49,0.601274,-1.68233,0.596939,-1.69135,0.0248735
650,6.5,0.58255,-1.68698,0.58053,-1.69008,0.0264512
651,6.51,0.540347,-1.65332,0.558973,-1.70173,0.029189
652,6.52,0.566147,-1.66176,0.546794,-1.68963,0.0298021
653,6.53,0.511045,-1.66112,0.526127,-1.69906,0.0323401
654,6.54,0.505016,-1.67636,0.508312,-1.70112,0.0342246
655,6.55,0.527187,-1.68288,0.498478,-1.68317,0.0343108
656,6.56,0.511163,-1.65604,0.48755,-1.66842,0.0346658
657,6.57,0.480582,-1.65283,0.472809,-1.66356,0.035897
658,6.58,0.438741,-1.66413,0.452687,-1.67227,0.038345
659,6.59,0.372686,-1.6795,0.423309,-1.70391,0.0428648
660,6.6,0.460749,-1.67601,0.417165,-1.67667,0.0421171
661,6.61,0.444995,-1.65781,0.409318,-1.65437,0.0417869
662,6.62,0.42052,-1.64595,0.398323,-1.6405,0.0421927
663,6.63,0.296888,-1.6546,0.364912,-1.68302,0.0476596
664,6.64,0.363167,-1.65732,0.351099,-1.67547,0.0486638
665,6.65,0.423849,-1.64638,0.352245,-1.63072,0.0463116
666,6.66,0.318265,-1.62393,0.332403,-1.63956,0.0487376
667,6.67,0.351249,-1.66385,0.323056,-1.62194,0.0487913
668,6.68,0.319902,-1.61896,0.30945,-1.61541,0.0498253
669,6.69,0.339905,-1.64604,0.302618,-1.5921,0.0493433
670,6.7,0.289518,-1.66569,0.287261,-1.59069,0.0508084
671,6.71,0.317833,-1.6443,0.28065,-1.56745,0.0503076
672,6.72,0.212833,-1.66283,0.254547,-1.59352,0.0542214
673,6.73,0.241713,-1.69427,0.239232,-1.59197,0.0556754
674,6.74,0.207616,-1.64072,0.220173,-1.59982,0.0579737
675,6.75,0.163414,-1.66095,0.196023,-1.6202,0.0614077
676,6.76,0.128181,-1.63673,0.169493,-1.64602,0.0653517
677,6.77,0.181218,-1.64927,0.15867,-1.63193,0.0657294
678,6.78,0.18291,-1.62226,0.150462,-1.61165,0.0655361
679,6.79,0.133363,-1.64376,0.134149,-1.61214,0.067192
680,6.8,0.208557,-1.65257,0.136134,-1.56687,0.0647303
681,6.81,0.101593,-1.66256,0.11669,-1.57631,0.0671464
682,6.82,0.00368232,-1.60186,0.0814784,-1.62493,0.0730988
683,6.83,0.115283,-1.64433,0.0752399,-1.59991,0.0724713
684,6.84,0.0249553,-1.64672,0.0523837,-1.61705,0.075614
685,6.85,0.043503,-1.64718,0.0376712,-1.6134,0.076903
686,6.86,0.013171,-1.67448,0.0198639,-1.61759,0.0788929
687,6.87,-0.0407887,-1.64958,-0.00520727,-1.63982,0.082512
688,6.88,0.0329449,-1.6759,-0.0106954,-1.61255,0.081697
689,6.89,-0.0626341,-1.66553,-0.0339836,-1.63046,0.0849211
690,6.9,-0.0402351,-1.67651,-0.0482775,-1.62543,0.0860992
691,6.91,-0.112381,-1.6516,-0.0741017,-1.64935,0.0898779
692,6.92,-0.0912155,-1.62106,-0.0907193,-1.64966,0.0915551
693,6.93,-0.2316,-1.64892,-0.132093,-1.71186,0.0988021
694,6.94,-0.248853,-1.63034,-0.16914,-1.76168,0.104998
695,6.95,-0.116195,-1.67092,-0.172644,-1.7264,0.103584
696,6.96,-0.132501,-1.6416,-0.178427,-1.69769,0.102727
697,6.97,-0.212999,-1.61105,-0.198923,-1.70649,0.105217
698,6.98,-0.241914,-1.61393,-0.221173,-1.71945,0.10809
699,6.99,-0.180814,-1.62847,-0.226857,-1.69068,0.10722
700,7,-0.260075,-1.62681,-0.247026,-1.69883,0.109644
701,7.01,-0.154498,-1.65664,-0.242111,-1.64407,0.106415
702,7.02,-0.33494,-1.66696,-0.273829,-1.68227,0.111496
703,7.03,-0.403326,-1.64564,-0.313187,-1.73861,0.118249
704,7.04,-0.263106,-1.62001,-0.31708,-1.70487,0.116952
705,7.05,-0.323845,-1.59295,-0.332072,-1.69973,0.118194
706,7.06,-0.344117,-1.63269,-0.348079,-1.69726,0.119671
707,7.07,-0.330545,-1.61477,-0.35815,-1.68,0.119815
708,7.08,-0.358349,-1.60535,-0.37163,-1.6717,0.120748
709,7.09,-0.337908,-1.63505,-0.378259,-1.64648,0.12015
710,7.1,-0.44361,-1.57337,-0.404501,-1.67093,0.123996
711,7.11,-0.44736,-1.60323,-0.42644,-1.684,0.126844
712,7.12,-0.309015,-1.62401,-0.416427,-1.61687,0.122486
713,7.13,-0.519445,-1.58693,-0.449966,-1.66029,0.128011
714,7.14,-0.547074,-1.61459,-0.48267,-1.70054,0.133294
715,7.15,-0.447929,-1.62832,-0.489326,-1.67467,0.132666
716,7.16,-0.48305,-1.60169,-0.501468,-1.66316,0.133305
717,7.17,-0.447764,-1.61856,-0.504033,-1.62799,0.131803
718,7.18,-0.506583,-1.61002,-0.517567,-1.62113,0.132813
719,7.19,-0.482181,-1.58839,-0.523458,-1.59533,0.132112
720,7.2,-0.510628,-1.61741,-0.533655,-1.58094,0.132412
721,7.21,-0.610717,-1.62766,-0.561715,-1.61156,0.13675
722,7.22,-0.639352,-1.63115,-0.590135,-1.64232,0.14113
723,7.23,-0.590816,-1.61407,-0.60341,-1.63445,0.142064
724,7.24,-0.606497,-1.60764,-0.617103,-1.62782,0.143101
725,7.25,-0.624174,-1.58811,-0.631539,-1.62322,0.144315
726,7.26,-0.648701,-1.58387,-0.647958,-1.62369,0.14598
727,7.27,-0.680509,-1.60628,-0.667457,-1.63184,0.148338
728,7.28,-0.68831,-1.59644,-0.684683,-1.63411,0.150174
729,7.29,-0.743404,-1.58642,-0.7095,-1.6553,0.153715
730,7.3,-0.764173,-1.58475,-0.733677,-1.67436,0.157086
731,7.31,-0.649224,-1.60248,-0.730181,-1.62376,0.154206
732,7.32,-0.827693,-1.59021,-0.762673,-1.6644,0.159487
733,7.33,-0.75394,-1.60376,-0.774242,-1.65171,0.16001
734,7.34,-0.78368,-1.57888,-0.789343,-1.64817,0.161343
735,7.35,-0.825473,-1.60876,-0.809755,-1.65799,0.163875
736,7.36,-0.709042,-1.54708,-0.802876,-1.59935,0.160255
737,7.37,-0.813762,-1.57547,-0.817848,-1.59679,0.161625
738,7.38,-0.8115,-1.5773,-0.829353,-1.58564,0.162217
739,7.39,-0.871558,-1.57865,-0.850479,-1.59881,0.164988
740,7.4,-0.914818,-1.58512,-0.876137,-1.62299,0.168763
741,7.41,-0.839633,-1.56607,-0.88182,-1.59662,0.168013
742,7.42,-0.885388,-1.53954,-0.895307,-1.59042,0.169052
743,7.43,-0.97124,-1.57978,-0.923217,-1.62044,0.173343
744,7.44,-0.948264,-1.53672,-0.94119,-1.62486,0.175362
745,7.45,-1.04049,-1.53566,-0.974048,-1.66638,0.180724
746,7.46,-0.953531,-1.55494,-0.983276,-1.64779,0.180717
747,7.47,-1.01915,-1.55682,-1.00363,-1.65749,0.183238
748,7.48,-1.04553,-1.60424,-1.02527,-1.67015,0.186035
749,7.49,-0.968956,-1.56445,-1.02737,-1.63364,0.184419
750,7.5,-0.978051,-1.5668,-1.03058,-1.60081,0.183098
751,7.51,-1.14285,-1.53272,-1.06584,-1.64895,0.189031
752,7.52,-1.02283,-1.55674,-1.07043,-1.6192,0.188002
753,7.53,-1.14016,-1.5694,-1.09733,-1.64597,0.192031
754,7.54,-1.11419,-1.51875,-1.11387,-1.64617,0.193695
755,7.55,-1.06037,-1.582,-1.11634,-1.61119,0.192193
756,7.56,-1.10796,-1.54042,-1.12755,-1.59894,0.192702
757,7.57,-1.16125,-1.56999,-1.14708,-1.60779,0.195098
758,7.58,-1.13967,-1.54098,-1.15846,-1.59605,0.195649
759,7.59,-1.14086,-1.54786,-1.16771,-1.57927,0.195735
760,7.6,-1.19407,-1.57284,-1.18562,-1.58456,0.197789
761,7.61,-1.17591,-1.57564,-1.19635,-1.57178,0.198224
762,7.62,-1.22094,-1.53116,-1.21384,-1.57622,0.200195
763,7.63,-1.26323,-1.54214,-1.23633,-1.59303,0.203284
764,7.64,-1.2428,-1.51265,-1.25037,-1.5883,0.204451
765,7.65,-1.18909,-1.49253,-1.25082,-1.54971,0.202567
766,7.66,-1.19144,-1.53193,-1.25134,-1.51228,0.200748
767,7.67,-1.30396,-1.52869,-1.27396,-1.53103,0.203948
768,7.68,-1.37812,-1.55484,-1.30704,-1.57545,0.209477
769,7.69,-1.38647,-1.52561,-1.33553,-1.60729,0.213918
770,7.7,-1.28422,-1.51526,-1.33813,-1.5736,0.212493
771,7.71,-1.39316,-1.48678,-1.36172,-1.59325,0.215835
772,7.72,-1.34908,-1.50131,-1.37194,-1.57896,0.216142
773,7.73,-1.46324,-1.54049,-1.40283,-1.61671,0.221119
774,7.74,-1.46541,-1.50023,-1.42828,-1.63992,0.224824
775,7.75,-1.41997,-1.49163,-1.43974,-1.62756,0.225352
776,7.76,-1.48504,-1.4965,-1.46182,-1.64208,0.228286
777,7.77,-1.43342,-1.50696,-1.46928,-1.61966,0.227911
778,7.78,-1.51101,-1.48901,-1.49058,-1.63244,0.23068
779,7.79,-1.54213,-1.47839,-1.51395,-1.65005,0.233898
780,7.8,-1.53212,-1.48447,-1.53079,-1.65088,0.235623
781,7.81,-1.46466,-1.49492,-1.53077,-1.60957,0.233555
782,7.82,-1.54516,-1.48112,-1.54652,-1.60871,0.235088
783,7.83,-1.52946,-1.47329,-1.55598,-1.59214,0.235205
784,7.84,-1.66535,-1.47489,-1.59059,-1.63886,0.241002
785,7.85,-1.57821,-1.49466,-1.60123,-1.62448,0.241347
786,7.86,-1.55301,-1.47371,-1.60458,-1.59225,0.24007
787,7.87,-1.63327,-1.48699,-1.62305,-1.59863,0.242237
788,7.88,-1.62308,-1.46856,-1.63585,-1.59065,0.243118
789,7.89,-1.66454,-1.46145,-1.65431,-1.59704,0.245283
790,7.9,-1.60823,-1.48427,-1.65787,-1.56602,0.244088
791,7.91,-1.64633,-1.47732,-1.66809,-1.55242,0.24443
792,7.92,-1.75502,-1.47362,-1.6979,-1.58812,0.249196
793,7.93,-1.65173,-1.48644,-1.70137,-1.55709,0.247991
794,7.94,-1.70889,-1.48039,-1.71533,-1.55307,0.249187
795,7.95,-1.7706,-1.47201,-1.73881,-1.57294,0.252528
796,7.96,-1.77411,-1.47631,-1.75845,-1.58273,0.254982
797,7.97,-1.73865,-1.44555,-1.76716,-1.56492,0.254961
798,7.98,-1.71914,-1.48323,-1.77007,-1.53308,0.253661
799,7.99,-1.72967,-1.47746,-1.77426,-1.50522,0.252686
800,8,-1.84853,-1.46849,-1.80115,-1.53483,0.256856
801,8.01,-1.82578,-1.46219,-1.81835,-1.53947,0.258809
802,8.02,-1.85287,-1.42907,-1.83757,-1.54903,0.261209
803,8.03,-1.82727,-1.43941,-1.8479,-1.53613,0.261597
804,8.04,-1.79842,-1.47055,-1.8503,-1.5037,0.260215
805,8.05,-1.88473,-1.40887,-1.86921,-1.5134,0.262591
806,8.06,-1.83556,-1.42255,-1.87459,-1.48901,0.261909
807,8.07,-1.92614,-1.41435,-1.89681,-1.50733,0.265048
808,8.08,-1.88918,-1.42849,-1.90734,-1.49598,0.265534
809,8.09,-1.87226,-1.43273,-1.91229,-1.47096,0.264778
810,8.1,-1.89144,-1.4105,-1.91989,-1.45318,0.264648
811,8.11,-1.94295,-1.42628,-1.93613,-1.45744,0.266485
812,8.12,-2.0147,-1.442,-1.9635,-1.48944,0.270822
813,8.13,-1.90553,-1.41088,-1.96382,-1.45301,0.269033
814,8.14,-2.01809,-1.40379,-1.9863,-1.47288,0.272274
815,8.15,-1.93879,-1.43025,-1.98858,-1.44176,0.270946
816,8.16,-2.01236,-1.39954,-2.00487,-1.44644,0.272809
817,8.17,-1.99893,-1.39757,-2.01525,-1.43624,0.273337
818,8.18,-2.06727,-1.36686,-2.03715,-1.45506,0.276468
