step,t(s),meas_pos(m),meas_vel(m/s),est_pos(m),est_vel(m/s),u(m/s^2)
819,8.19,-2.06409,-1.44435,-2.05418,-1.46126,0.27848
820,8.2,-2.15619,-1.4272,-2.08627,-1.50496,0.283875
821,8.21,-2.04684,-1.40951,-2.09042,-1.47772,0.282928
822,8.22,-2.01409,-1.38227,-2.08698,-1.43217,0.280306
823,8.23,-2.1442,-1.36585,-2.10988,-1.45362,0.283669
824,8.24,-2.22043,-1.38616,-2.14362,-1.50162,0.289443
825,8.25,-2.07048,-1.36997,-2.141,-1.45755,0.286978
826,8.26,-2.1829,-1.3801,-2.16104,-1.4712,0.289665
827,8.27,-2.13595,-1.40999,-2.16779,-1.4513,0.289344
828,8.28,-2.179,-1.37086,-2.18165,-1.44965,0.290647
829,8.29,-2.18172,-1.33613,-2.19326,-1.44244,0.291448
830,8.3,-2.17139,-1.39142,-2.20042,-1.42429,0.291257
831,8.31,-2.2505,-1.37358,-2.22183,-1.44221,0.294294
832,8.32,-2.09348,-1.37992,-2.2077,-1.37082,0.289311
833,8.33,-2.29455,-1.34959,-2.23604,-1.40739,0.293973
834,8.34,-2.1867,-1.35695,-2.23743,-1.37568,0.292527
835,8.35,-2.26847,-1.35475,-2.25464,-1.38433,0.294681
836,8.36,-2.3213,-1.35867,-2.27905,-1.41073,0.298441
837,8.37,-2.32651,-1.31285,-2.29983,-1.42741,0.301353
838,8.38,-2.27704,-1.34294,-2.30669,-1.40888,0.301113
839,8.39,-2.34039,-1.33804,-2.3247,-1.41869,0.303404
840,8.4,-2.36482,-1.32838,-2.34407,-1.43165,0.30599
841,8.41,-2.42545,-1.34049,-2.3718,-1.46518,0.310439
842,8.42,-2.39008,-1.31764,-2.38718,-1.46699,0.312067
843,8.43,-2.36423,-1.32827,-2.39432,-1.44818,0.311842
844,8.44,-2.4795,-1.33033,-2.42294,-1.48353,0.316471
845,8.45,-2.47512,-1.37103,-2.44525,-1.5022,0.319635
846,8.46,-2.4824,-1.30641,-2.4647,-1.51326,0.322133
847,8.47,-2.41665,-1.30176,-2.46719,-1.48167,0.320803
848,8.48,-2.52882,-1.2988,-2.49137,-1.50508,0.324391
849,8.49,-2.52666,-1.30484,-2.51047,-1.5152,0.326807
850,8.5,-2.46684,-1.32409,-2.51386,-1.48581,0.325677
851,8.51,-2.49919,-1.29625,-2.52282,-1.47104,0.325833
852,8.52,-2.59503,-1.31298,-2.54903,-1.49979,0.329892
853,8.53,-2.47663,-1.31052,-2.54655,-1.45609,0.327459
854,8.54,-2.49633,-1.30731,-2.54815,-1.42371,0.326001
855,8.55,-2.48564,-1.27583,-2.54704,-1.38533,0.323971
856,8.56,-2.47637,-1.2685,-2.54399,-1.34307,0.321552
857,8.57,-2.56619,-1.2855,-2.55917,-1.34746,0.32329
858,8.58,-2.50687,-1.26255,-2.55949,-1.31457,0.321678
859,8.59,-2.59817,-1.25919,-2.57774,-1.32734,0.324141
860,8.6,-2.60744,-1.32898,-2.5943,-1.33554,0.326207
861,8.61,-2.52112,-1.25917,-2.59035,-1.29228,0.323649
862,8.62,-2.65717,-1.24333,-2.61405,-1.31922,0.327366
863,8.63,-2.65416,-1.25514,-2.63263,-1.33268,0.329896
864,8.64,-2.62232,-1.27646,-2.64123,-1.32086,0.330166
865,8.65,-2.71952,-1.26229,-2.66745,-1.3534,0.334415
866,8.66,-2.66753,-1.26709,-2.67829,-1.34668,0.335163
867,8.67,-2.71473,-1.25436,-2.69635,-1.35816,0.337543
868,8.68,-2.72496,-1.2673,-2.71294,-1.36567,0.339578
869,8.69,-2.72619,-1.22821,-2.72652,-1.36547,0.340925
870,8.7,-2.63883,-1.27141,-2.7199,-1.3148,0.33773
871,8.71,-2.82597,-1.21317,-2.75163,-1.36126,0.343226
872,8.72,-2.81839,-1.24361,-2.77588,-1.38783,0.346979
873,8.73,-2.7895,-1.22344,-2.7897,-1.38771,0.348356
874,8.74,-2.79501,-1.2298,-2.80187,-1.38342,0.349358
875,8.75,-2.70622,-1.20755,-2.79381,-1.32868,0.345815
876,8.76,-2.68446,-1.18377,-2.78257,-1.26736,0.341625
877,8.77,-2.7491,-1.21004,-2.78601,-1.2443,0.340816
878,8.78,-2.90991,-1.19381,-2.82075,-1.30002,0.347076
879,8.79,-2.7266,-1.22865,-2.81232,-1.24645,0.343554
880,8.8,-2.80882,-1.19341,-2.82159,-1.23847,0.344082
881,8.81,-2.91195,-1.18228,-2.84957,-1.27746,0.34883
882,8.82,-2.89818,-1.22633,-2.86951,-1.29538,0.35172
883,8.83,-2.87863,-1.24211,-2.8817,-1.29346,0.352843
884,8.84,-2.95429,-1.18672,-2.90656,-1.32329,0.356821
885,8.85,-2.98714,-1.1654,-2.93327,-1.35696,0.361175
886,8.86,-2.88017,-1.18714,-2.9335,-1.32363,0.359532
887,8.87,-3.04501,-1.19098,-2.96639,-1.37276,0.365278
888,8.88,-2.96412,-1.15062,-2.97692,-1.36477,0.36593
889,8.89,-2.91928,-1.18287,-2.97631,-1.32912,0.364087
890,8.9,-3.07714,-1.19196,-3.00711,-1.37289,0.369355
891,8.91,-3.0376,-1.18564,-3.02419,-1.38127,0.371482
892,8.92,-3.00487,-1.1367,-3.03138,-1.3647,0.371373
893,8.93,-3.02951,-1.15091,-3.04192,-1.35694,0.372039
894,8.94,-3.00882,-1.14221,-3.04616,-1.33361,0.371296
895,8.95,-2.97108,-1.14581,-3.04181,-1.2894,0.368651
896,8.96,-3.10525,-1.13794,-3.06481,-1.31467,0.372215
897,8.97,-3.05397,-1.1299,-3.07316,-1.30268,0.37245
898,8.98,-3.02173,-1.16143,-3.07329,-1.27045,0.370852
899,8.99,-3.04258,-1.1328,-3.07731,-1.24874,0.370168
900,9,-3.1596,-1.14258,-3.10376,-1.28364,0.374558
901,9.01,-3.07026,-1.12178,-3.10733,-1.26047,0.373756
902,9.02,-3.16168,-1.09385,-3.12828,-1.28134,0.376895
903,9.03,-3.08127,-1.12717,-3.12913,-1.25142,0.375484
904,9.04,-3.09436,-1.12264,-3.13219,-1.22778,0.374608
905,9.05,-3.18773,-1.11537,-3.15312,-1.24941,0.377782
906,9.06,-3.1158,-1.10792,-3.15565,-1.2245,0.37679
907,9.07,-3.11994,-1.13482,-3.1583,-1.20052,0.375856
908,9.08,-3.22247,-1.11007,-3.18074,-1.2266,0.379404
909,9.09,-3.17678,-1.08367,-3.18976,-1.21849,0.379901
910,9.1,-3.16552,-1.0783,-3.19466,-1.20028,0.37948
911,9.11,-3.26281,-1.10242,-3.21789,-1.22835,0.383207
912,9.12,-3.24417,-1.10306,-3.23297,-1.23535,0.385065
913,9.13,-3.15918,-1.07731,-3.2281,-1.19227,0.382423
914,9.14,-3.17278,-1.0802,-3.22657,-1.15865,0.38059
915,9.15,-3.25372,-1.0655,-3.24127,-1.16643,0.382449
916,9.16,-3.17239,-1.07521,-3.23683,-1.12616,0.37999
917,9.17,-3.24029,-1.08749,-3.24653,-1.12226,0.380766
918,9.18,-3.25325,-1.05558,-3.25685,-1.12001,0.381686
919,9.19,-3.30147,-1.07734,-3.27474,-1.13672,0.38431
920,9.2,-3.34981,-1.04053,-3.29884,-1.16858,0.388313
921,9.21,-3.25669,-1.01603,-3.29976,-1.14166,0.387059
922,9.22,-3.3285,-1.05257,-3.31464,-1.15031,0.38898
923,9.23,-3.27744,-1.0256,-3.3164,-1.12596,0.387938
924,9.24,-3.34362,-1.05474,-3.33086,-1.13394,0.389783
925,9.25,-3.38558,-1.02187,-3.35087,-1.15563,0.392869
926,9.26,-3.39932,-0.992641,-3.36981,-1.17408,0.395685
927,9.27,-3.43273,-0.973475,-3.39178,-1.19967,0.399162
928,9.28,-3.41877,-1.00207,-3.40678,-1.20717,0.401036
929,9.29,-3.36951,-1.01264,-3.40898,-1.18249,0.400023
930,9.3,-3.38827,-1.01338,-3.4143,-1.16623,0.399741
931,9.31,-3.38446,-0.97816,-3.41766,-1.14548,0.39904
932,9.32,-3.37387,-1.00705,-3.41807,-1.11785,0.397699
933,9.33,-3.4376,-0.967995,-3.43092,-1.12203,0.399193
934,9.34,-3.4191,-0.995186,-3.43753,-1.11051,0.399278
935,9.35,-3.46514,-0.991691,-3.45194,-1.11876,0.401132
936,9.36,-3.38137,-0.957401,-3.44677,-1.07788,0.398571
937,9.37,-3.43847,-0.976963,-3.45373,-1.06835,0.398791
938,9.38,-3.50358,-0.99305,-3.47225,-1.08792,0.401621
939,9.39,-3.49686,-0.988528,-3.48588,-1.09479,0.403327
940,9.4,-3.58167,-0.963585,-3.51379,-1.13721,0.40824
941,9.41,-3.54296,-0.973381,-3.52872,-1.14611,0.410178
942,9.42,-3.46169,-0.988326,-3.52449,-1.10686,0.407792
943,9.43,-3.51941,-0.962977,-3.53233,-1.09879,0.408172
944,9.44,-3.45845,-0.919831,-3.52634,-1.05636,0.405452
945,9.45,-3.55735,-0.931908,-3.54099,-1.06658,0.407428
946,9.46,-3.58635,-0.94618,-3.5586,-1.08393,0.410056
947,9.47,-3.63742,-0.93979,-3.58303,-1.11792,0.414199
948,9.48,-3.56294,-0.958583,-3.58796,-1.10228,0.41391
949,9.49,-3.48169,-0.911564,-3.57552,-1.04364,0.409734
950,9.5,-3.54652,-0.960174,-3.57807,-1.02392,0.409003
951,9.51,-3.60329,-0.926495,-3.59131,-1.03141,0.410701
952,9.52,-3.54752,-0.915277,-3.5908,-1.00436,0.409298
953,9.53,-3.59071,-0.941983,-3.59882,-0.999291,0.409846
954,9.54,-3.67503,-0.902013,-3.62205,-1.0324,0.413825
955,9.55,-3.60457,-0.947494,-3.62682,-1.0185,0.413606
956,9.56,-3.64468,-0.897839,-3.63854,-1.02233,0.41497
957,9.57,-3.69394,-0.900159,-3.6578,-1.04492,0.418026
958,9.58,-3.6458,-0.921462,-3.66376,-1.0337,0.418061
959,9.59,-3.68718,-0.912639,-3.67671,-1.04025,0.419683
960,9.6,-3.67634,-0.922375,-3.68496,-1.03486,0.420239
961,9.61,-3.71326,-0.856652,-3.6989,-1.04384,0.422082
962,9.62,-3.70229,-0.897376,-3.70793,-1.04031,0.422808
963,9.63,-3.73375,-0.880545,-3.72142,-1.04803,0.424543
964,9.64,-3.69931,-0.874171,-3.72538,-1.03173,0.424124
965,9.65,-3.83919,-0.866113,-3.75639,-1.08348,0.429813
966,9.66,-3.73385,-0.839861,-3.76055,-1.06679,0.429395
967,9.67,-3.75733,-0.838458,-3.76844,-1.05984,0.429836
968,9.68,-3.79123,-0.853284,-3.78148,-1.06594,0.431445
969,9.69,-3.80246,-0.86667,-3.7942,-1.0711,0.432975
970,9.7,-3.81729,-0.878456,-3.80739,-1.07728,0.434603
971,9.71,-3.82746,-0.835254,-3.82002,-1.08193,0.436099
972,9.72,-3.76304,-0.822179,-3.81728,-1.04803,0.43413
973,9.73,-3.93506,-0.827101,-3.84922,-1.10169,0.440006
974,9.74,-3.80061,-0.866477,-3.84831,-1.07187,0.438425
975,9.75,-3.76962,-0.849108,-3.84115,-1.02717,0.435473
976,9.76,-3.89173,-0.826382,-3.85948,-1.04732,0.438314
977,9.77,-3.83975,-0.810153,-3.86391,-1.03221,0.438002
978,9.78,-3.82739,-0.826862,-3.86487,-1.00879,0.436926
979,9.79,-3.88801,-0.817453,-3.87756,-1.01532,0.438522
980,9.8,-3.82004,-0.791245,-3.87418,-0.98148,0.436492
981,9.81,-3.8664,-0.832209,-3.88048,-0.972681,0.436682
982,9.82,-3.92493,-0.793053,-3.89715,-0.990045,0.439217
983,9.83,-3.79235,-0.800352,-3.88411,-0.932694,0.435046
984,9.84,-3.92301,-0.777658,-3.89935,-0.947483,0.437309
985,9.85,-3.83594,-0.807101,-3.89425,-0.911038,0.434977
986,9.86,-3.86038,-0.755935,-3.89476,-0.889548,0.433954
987,9.87,-3.87119,-0.749329,-3.89717,-0.873314,0.433382
988,9.88,-3.95759,-0.801905,-3.91624,-0.899158,0.436582
989,9.89,-4.03172,-0.803627,-3.94653,-0.952403,0.442273
990,9.9,-3.97731,-0.766445,-3.9603,-0.963035,0.444182
991,9.91,-3.89328,-0.744477,-3.9546,-0.924707,0.441696
992,9.92,-3.96295,-0.738132,-3.96367,-0.924259,0.44258
993,9.93,-3.94575,-0.76171,-3.96748,-0.910679,0.442282
994,9.94,-4.07189,-0.750909,-3.99565,-0.958329,0.447481
995,9.95,-4.04265,-0.808795,-4.01271,-0.97704,0.450124
996,9.96,-4.00208,-0.761712,-4.0184,-0.966839,0.450182
997,9.97,-3.97059,-0.743028,-4.01658,-0.938096,0.448562
998,9.98,-3.96352,-0.72682,-4.01347,-0.906877,0.446691
999,9.99,-4.05992,-0.695643,-4.03001,-0.925566,0.44928
